Продукт,Белки,Жиры,Углеводы,Калорийность
Пшеничная кашка ФрутоНяня молочная жидкая,2.2,2.0,10.1,66
Пшенично-кукурузная кашка Heinz персик банан вишенка молочная,12.1,10.0,69.0,414
Пшенично-овсяная кашка Heinz с фруктиками без молока,8.1,2.1,80.0,372
Пюре Gerber Абрикос с творогом,1.3,3.2,13.5,90
Пюре Gerber Абрикос со сливками,1.0,3.5,13.0,90
Пюре Gerber Банан,0.9,0.3,18.5,80
Пюре Gerber Банан и лесные ягоды,0.1,0.3,17.4,98
Пюре Gerber Банан с творогом,1.4,3.2,13.5,90
Пюре Gerber Банан со сливками,1.2,3.2,13.5,90
Пюре Gerber Бефстроганов с овощами,2.8,2.9,7.0,70
Пюре Gerber Говядина по-домашнему с морковью,2.8,2.9,7.0,70
Пюре Gerber Груша со сливками,0.9,3.0,14.9,85
Пюре Gerber Груши Вильямс,0.6,0.2,12.3,53
Пюре Gerber Зелёный горошек,3.3,0.3,5.0,36
Пюре Gerber Индейка по-домашнему с фенхелем,2.9,3.1,8.0,75
Пюре Gerber Клубника с творогом,1.1,3.4,12.5,85
Пюре Gerber Клубника со сливками,1.0,3.2,12.5,85
Пюре Gerber Морковь,1.0,0.2,5.1,27
Пюре Gerber Овощи с фрикадельками из говядины,2.6,2.6,9.1,70
Пюре Gerber Персик со сливками,1.2,3.2,13.5,90
Пюре Gerber Рагу из индейки с рисом,2.8,2.6,8.0,70
Пюре Gerber Спагетти с цыпленком,3.5,3.0,7.5,75
Пюре Gerber Филе сайды с овощами и рисом,3.7,2.9,8.0,75
Пюре Gerber Чернослив,1.0,0.3,16.7,74
Пюре Gerber Яблоко абрикос банан,0.7,0.1,15.5,66
Пюре Gerber Яблоко и черника,0.4,0.4,10.1,46
Пюре Gerber Яблоко с лесными ягодами,0.5,0.4,9.8,45
Пюре Gerber Яблоко с шиповником,1.5,0.2,12.0,52
Пюре Бабушкино Лукошко Абрикос,0.0,0.0,9.0,36
Пюре Бабушкино Лукошко Брокколи,0.0,0.0,3.3,13
Пюре Бабушкино Лукошко Говядина,8.5,12.0,0.0,140
Пюре Бабушкино Лукошко Говядина Кабачок,5.5,6.0,7.6,130
Пюре Бабушкино Лукошко Говядина Овощи,3.0,6.0,5.0,86
Пюре Бабушкино Лукошко Говядина Тыква,5.5,6.0,6.1,130
Пюре Бабушкино Лукошко Говядина Цветная капуста,3.0,6.0,6.5,92
Пюре Бабушкино Лукошко Горбуша Картофель,4.5,5.0,10.0,110
Пюре Бабушкино Лукошко Груша,0.0,0.0,9.5,40
Пюре Бабушкино Лукошко Груша Творог,0.5,1.7,9.0,53
Пюре Бабушкино Лукошко Груша Яблоко,0.0,0.0,9.5,40
Пюре Бабушкино Лукошко Индейка,8.5,12.0,0.0,140
Пюре Бабушкино Лукошко Кабачок Молоко,2.1,4.0,8.8,80
Пюре Бабушкино Лукошко Кабачок-Морковь Молоко,2.1,4.0,11.0,88
Пюре Бабушкино Лукошко Конина,8.5,9.0,0.0,131
Пюре Бабушкино Лукошко Кролик,8.5,11.0,2.4,143
Пюре Бабушкино Лукошко Кролик Овощи,3.0,6.0,5.0,86
Пюре Бабушкино Лукошко Кролик Цветная капуста,3.0,6.0,6.5,92
Пюре Бабушкино Лукошко Морковь Яблоко,0.0,0.0,12.0,48
Пюре Бабушкино Лукошко Мясо цыплят с гречкой,5.5,6.0,6.6,130
Пюре Бабушкино Лукошко Оленина,8.5,9.0,0.0,131
Пюре Бабушкино Лукошко Персик Творог,0.5,1.7,9.0,53
Пюре Бабушкино Лукошко Сёмга Овощи,8.5,11.0,2.4,143
Пюре Бабушкино Лукошко Треска Картофель,4.5,5.0,10.0,110
Пюре Бабушкино Лукошко Тыква,0.0,0.0,4.6,18
Пюре Бабушкино Лукошко Тыква Яблоко,0.0,0.0,12.1,48
Пюре Бабушкино Лукошко Тыква-Рис Молоко,1.5,4.0,13.0,94
Пюре Бабушкино Лукошко Цветная капуста,0.0,0.0,4.2,17
Пюре Бабушкино Лукошко Цыплёнок,7.0,9.0,7.0,137
Пюре Бабушкино Лукошко Цыплёнок Овощи,3.0,6.0,5.0,86
Пюре Бабушкино Лукошко Чернослив,0.0,0.0,23.7,95
Пюре Бабушкино Лукошко Чернослив Творог,0.5,1.7,9.0,53
Пюре Бабушкино Лукошко Яблоко,0.0,0.0,10.8,45
Пюре Бабушкино Лукошко Яблоко Абрикос,0.0,0.0,14.1,59
Пюре Бабушкино Лукошко Яблоко Слива,0.0,0.0,13.5,54
Пюре Бабушкино Лукошко Яблоко Сливки,0.6,1.0,14.0,66
Пюре Бабушкино Лукошко Яблоко Творог,0.5,1.7,12.0,65
Пюре Бабушкино Лукошко Яблоко Черника,0.0,0.0,16.9,68
Пюре из абрикосов,0.9,0.1,9.0,38
Пюре из апельсинов,0.9,0.2,8.5,40
Пюре из бананов,1.5,0.1,21.0,89
Пюре из брокколи,2.8,0.4,6.6,34
Пюре из вишни,0.9,0.2,10.9,57
Пюре из груш,0.2,0.0,13.0,52
Пюре из зеленого горошка,5.0,0.2,13.8,73
Пюре из кабачков,0.6,0.3,4.6,24
Пюре из клубники,0.5,0.1,14.9,60
Пюре из клюквы,0.5,0.0,6.2,27
Пюре из кукурузы,8.3,1.2,71.0,328
Пюре из малины,0.2,0.1,11.2,48
Пюре из манго,0.2,0.3,14.0,60
Пюре из моркови,0.7,0.1,5.0,24
Пюре из мяса,8.5,11.0,2.4,145
Пюре из овощей,0.9,0.1,5.6,24
Пюре из персиков,0.0,0.0,20.1,82
Пюре из свеклы,2.2,1.7,12.6,70
Пюре из слив,0.8,0.0,8.4,40
Пюре из томатов,3.6,0.0,11.8,66
Пюре из тыквы,1.7,6.2,6.3,88
Пюре из фруктов,0.0,0.0,14.4,60
Пюре из фруктов и овощей,0.4,0.1,12.2,52
Пюре из цветной капусты,1.6,0.7,5.4,33
Пюре из яблок,0.6,0.2,19.0,82
Пюре Спелёнок Груша с витамином С.,0.2,0.0,13.0,52
Пюре Спелёнок Груша с овсянкой,0.6,1.0,11.5,48
Пюре Спелёнок Морковь с витамином С.,0.0,0.0,7.0,28
Пюре Спелёнок Персик,0.0,0.0,13.0,52
Пюре Спелёнок Персик + Банан + Яблоко со сливками,0.0,1.5,16.0,77
Пюре Спелёнок Тыква с витамином С.,0.0,0.0,7.0,28
Пюре Спелёнок Яблоко + 4 злака,0.6,1.0,11.5,48
Пюре Спелёнок Яблоко + 4 злака со сливками,0.6,1.0,11.5,57
Пюре Спелёнок Яблоко + Груша + Персик с творогом,2.0,0.0,13.0,60
Пюре Спелёнок Яблоко + Груша + Слива со сливками,0.5,1.5,16.0,77
Пюре Спелёнок Яблоко + Клубника со сливками,0.5,1.5,16.0,77
Пюре Спелёнок Яблоко с витамином С.,0.3,0.0,11.0,44
Пюре Спелёнок Яблоко с творогом,2.0,0.0,15.0,68
Пюре Спелёнок Яблоко со сливками,0.0,1.5,16.0,77
Пюре Тёма Говядина с кабачками,5.0,6.0,5.9,100
Пюре Тёма Говядина с рисом,5.5,6.0,5.8,99
Пюре Тёма Говядина с сердцем,9.0,9.0,2.4,145
Пюре Тёма Говядина с языком,9.0,9.0,2.4,145
Пюре Тёма Кролик,8.5,11.0,2.4,143
Пюре Тёма Мясо цыплят с говядиной,10.0,12.0,3.5,162
Пюре Тёма Петушок,9.0,9.0,2.4,126
Пюре Тёма Свинина,8.5,11.0,2.4,143
Пюре ФрутоНяня Брокколи,1.0,0.0,4.0,20
Пюре ФрутоНяня Витаминный салатик,0.0,0.0,15.3,61
Пюре ФрутоНяня из говядины с печенью,10.0,7.0,0.0,103
Пюре ФрутоНяня из говядины с языком и сердцем,10.5,7.0,0.0,105
Пюре ФрутоНяня из мяса ягненка,13.5,10.0,0.0,144
Пюре ФрутоНяня из свинины,14.5,12.0,0.0,166
Пюре ФрутоНяня из слив,0.0,0.0,12.3,49
Пюре ФрутоНяня из телятины,12.5,6.0,0.0,104
Пюре ФрутоНяня из цветной капусты,1.0,0.0,4.0,20
Пюре ФрутоНяня из цыпленка,14.5,3.0,0.0,85
Пюре ФрутоНяня из яблок и абрикосов со сливками,0.6,1.0,15.5,73
Пюре ФрутоНяня из яблок и груш с творогом,1.0,0.0,17.3,73
Пюре ФрутоНяня из яблок со сливками,0.5,1.0,15.0,71
"Пюре ФрутоНяня из яблок, черной и красной смородины",0.0,0.0,14.0,56
Пюре ФрутоНяня Овощной салатик,0.5,0.0,5.5,24
Пюре ФрутоНяня Фруктовый салатик,0.0,0.0,13.2,53
Пюре ФрутоНяня Цыпленок с рисом и овощами,4.0,3.0,7.0,71
Пюре ФрутоНяня Экзотический салатик,0.0,0.0,16.1,64
Пюре ФрутоНяня Ягодный салатик,0.0,0.0,13.9,56
Пюре ФрутоНяня Ягодный салатик со сливками,0.5,0.3,15.5,67
Рагу Gerber из кролика со шпинатом,3.3,2.8,7.7,72
Рагу Gerber из телятины с тыквой и морковью,3.0,2.2,5.7,60
Рисовая каша Nestle безмолочная,6.5,1.0,86.5,381
Рисовая каша Nestle молочная с бананом,12.0,10.0,70.9,422
Рисовая каша Nestle молочная с яблоком,12.0,10.0,70.9,422
Рисовая каша Малютка молочная с курагой,12.2,15.2,65.5,448
Рисовая каша Малютка молочная с соком персика,13.0,10.0,70.0,422
Рисовая каша ФрутоНяня безмолочная с яблоком и абрикосом,0.5,0.0,13.0,54
Рисовая кашка Heinz абрикос чернослив молочная,13.0,11.1,68.0,422
Рисовая кашка Heinz низкоаллергенная без молока,7.9,0.6,85.0,377
Рисовая кашка ФрутоНяня молочная жидкая,2.1,2.0,10.6,68
Смесь Nan Pre,14.5,26.0,53.6,501
Смесь Nan безлактозный,10.8,25.0,58.6,503
Смесь Nan-1,9.6,27.7,57.8,519
Смесь Nan-1 гипоаллергенный,9.7,26.0,59.9,513
Смесь Nan-1 кисломолочный,10.4,27.7,57.0,519
Смесь Nan-2,10.8,21.5,60.8,480
Смесь Nan-2 гипоаллергенный,11.1,22.7,61.3,494
Смесь Nan-2 кисломолочный,11.2,23.7,59.4,496
Смесь Neocate Advance сухая,10.0,14.5,58.5,400
Смесь Neocate LCP сухая,13.0,24.5,52.5,483
Смесь Nestogen-1 сухая адаптированная молочная с пребиотиками,10.5,26.0,55.7,499
Смесь Nestogen-2 сухая адаптированная молочная с пребиотиками,11.8,21.5,58.0,472
Смесь NutriniDrink Multi Fibre с нейтральным вкусом,3.4,6.8,18.8,153
Смесь NutriniDrink Multi Fibre со вкусом банана,3.3,6.8,18.8,153
Смесь NutriniDrink Multi Fibre со вкусом клубники,3.3,6.8,18.8,153
Смесь NutriniDrink Multi Fibre со вкусом шоколада,3.3,6.8,18.8,153
Смесь Pepticate сухая,14.0,27.3,53.4,515
Смесь Агуша Gold-1 молочная,11.0,28.0,56.0,520
Смесь Агуша Gold-2 молочная,12.4,22.5,60.0,490
Смесь Агуша Original-1 молочная,10.8,26.4,60.1,510
Смесь Агуша Original-2 молочная,11.8,22.5,60.1,490
Смесь Агуша-1 кисломолочная адаптированная жидкая,1.4,3.5,7.2,66
Смесь Агуша-1 молочная стерилизованная жидкая,1.4,3.4,7.4,66
Смесь Агуша-2 кисломолочная последующая адаптированная жидкая,1.8,3.4,9.0,70
Смесь Агуша-2 молочная стерилизованная жидкая,1.6,3.1,8.3,67
Сок Бабушкино Лукошко Яблоко Брусника,0.0,0.0,10.0,40
Сок Бабушкино Лукошко Яблоко Ежевика,0.0,0.0,10.8,43
Сок Бабушкино Лукошко Яблоко Черника,0.0,0.0,10.8,43
Сок Сады Придонья Яблоко-Шиповник,0.0,0.0,11.5,46
Сок Сады Придонья Яблочно-виноградный,0.0,0.0,11.5,46
Сок Сады Придонья Яблочно-персиковый с мякотью,0.0,0.0,11.5,50
Сок Сады Придонья Яблочный из зелёных яблок,0.0,0.0,11.5,46
Сок ФрутоНяня из яблок и абрикосов с мякотью,0.0,0.0,12.0,48
Супчик Heinz овощной с курочкой,13.0,11.0,61.0,393
Творог Агуша Абрикос и Морковь 3.9%,7.3,3.9,10.2,105
Творог Агуша Классический 4.5%,8.5,4.5,3.5,89
Творог Агуша Черника 3.9%,7.3,3.9,10.2,105
Творог Агуша Яблоко и Банан 3.9%,7.3,3.9,10.2,105
Творог Здрайверы Клубника 3.6%,6.0,3.6,14.0,112
Творог Здрайверы Персик 3.6%,6.0,3.6,14.0,112
Творог Тёма с абрикосом,7.6,4.2,11.2,113
Творожок Растишка с абрикосом,6.3,3.5,14.5,115
Творожок Растишка с вишней,6.3,3.5,14.5,115
Творожок Растишка с клубникой,6.3,3.5,14.5,115
Творожок Растишка с черникой,6.3,3.5,14.5,115
Батончик Bombbar протеиновый Грецкий орех с медом,20.0,6.3,2.2,148
Батончик Bombbar протеиновый Датский бисквит,33.0,8.5,8.0,292
Батончик Bombbar протеиновый Шоколад,20.0,5.7,6.1,156
Батончик BSN Syntha-6 Decadence,31.6,12.6,44.2,389
Батончик Dymatize Elite XT Gourmet Protein Bar 42,35.3,11.8,40.0,376
Батончик Dymatize Elite XT Gourmet Protein Bar 85,37.6,14.1,24.7,412
Батончик Energy System Perform-Bar,10.0,5.0,73.0,374
Батончик FITKIT Extra Protein Bar Almond Latte (Миндальный Латте),27.2,12.7,27.2,327
Батончик FITKIT Extra Protein Bar Banana Flambe (Банановый Фламбе),27.2,12.7,27.2,327
Батончик FITKIT Extra Protein Bar Cherry Brownie (Вишневый Брауни),27.2,14.5,27.2,345
